商品名,カテゴリ,色,スパーク,ボディ,メーカー,産地,地名,容量,価格,小売価格,コメント,味わい,画像
農口尚彦研究所　純米　無濾過生原酒　2020,日本酒,,,,㈱農口尚彦研究所,石川県,,720,2475,2723 ,絹のような滑らかな口当たりとミルキーなコクを感じる。,グッとくるアタック感,
農口尚彦研究所　観音下　　　　　（カナガソ）,日本酒,,,,㈱農口尚彦研究所,石川県,,720,1800,1980 ,滑らかな口当たりが心地よく、冷酒?熱燗まで対応温度が幅広い。,ご家庭料理と共に◎,
加賀鳶　極寒純米　無濾過生,日本酒,,,,福光屋,石川県,,720,1354,1489 ,濃醇な旨味とキレのある辛口,濃厚辛口酒,
木戸泉?　K　Zero,日本酒,,,,木戸泉酒造株,茨城県,,720,1290,1419 ,自家熟成して完成するお酒！,常温熟成,
木戸泉　アフス純米,日本酒,,,,木戸泉酒造（株）,茨城県,,720,1800,1980 ,スッキリとしたキレのある酸味や甘みをお楽しみ頂けます。,白ワイン！？,
◆(木戸泉)アフルージュ　№1　赤　2017　500,日本酒,,,,木戸泉酒造㈱,千葉県,,720,2100,2310 ,赤ワイン樽で熟成！日本酒本来の上品な甘味をあわせもつ純米酒。,赤ワインみたいな日本酒,
木戸泉　K　Zero新酒生,日本酒,,,,木戸泉酒造（株）,茨城県,,720,1900,2090 ,これから熟成に入る米の生命力がみなぎるボディー、力強い飲み口,限定試験販売,
三千櫻　純米R　class,日本酒,,,,三千櫻酒造㈱,北海道,,720,1490,1639 ,飲み飽きしない味わいと、　　　　　　コストパフォーマンスの高さ,お燗にも最適,
三千櫻　純米吟醸　彗星,日本酒,,,,三千櫻酒造㈱,北海道,,720,1980,2178 ,軽快でキレの良い酒。やわらかな余韻をお楽しみください。,軽快なキレ,
三千櫻　愛山60酵母無添加速醸　生原酒　７２０,日本酒,,,,三千櫻酒造㈱,北海道,,720,2100,2310 ,スッキリとした口当たりで軽快な旨みと程よい酸のバランス良い。,最も三千櫻らしいお酒,
三千櫻　直汲　きたしずく55　７２０,日本酒,,,,三千櫻酒造㈱,北海道,,720,2000,2200 ,優しい甘味と酸味のバランスがよく切れの良い味わい。,温度変化を楽しんで！,
三千櫻　さくらにごり　生原酒,日本酒,,,,三千櫻酒造㈱,北海道,,720,2272,2499 ,シュワシュワとした活性感！果実味ある香りとフレッシュな飲み口。,スパークリング酒,
三千櫻　純米吟醸　きたしずく,日本酒,,,,三千櫻酒造㈱,北海道,,720,1763,1939 ,優しい甘味と爽やかな後口、ふくよかな味わいとキレの良さ。,優しい甘みで爽やか,
四季桜　キブナドン　特別純米酒　７２０,日本酒,,,,宇都宮酒造㈱,栃木県,,720,1600,1760 ,やや辛口で芳醇な香りで、まろやかな口当たりと優しい味わい,かわいいラベル,
作　雅乃智　純米大吟醸　　　中取り山田錦　750,日本酒,,,,清水清三郎商店㈱,三重県,,720,2654,2919 ,華やかな香りと絹のようになめらかな気品ある口当たり,ワイングラスでも◎,
作　神の穂　純米吟醸,日本酒,,,,清水清三郎商店㈱,三重県,,720,2500,2750 ,三重県オリジナルの酒米、神の穂で仕込まれた限定品！,香り、甘味、余韻、,
作　雄町　純米吟醸2025,日本酒,,,,清水清三郎商店㈱,三重県,,720,2500,2750 ,華やかな香りと「雄町」ならではの豊かな旨味が特徴です。,数量限定販売,
◆【限】作　陽山一滴水　大吟醸　720,日本酒,,,,清水清三郎商店㈱,三重県,,720,4500,4950 ,柔らかな味わいと爽やかな香り,ワンランク上の味わい,
◆【限】作　槐山一滴水　純米大吟醸　720,日本酒,,,,清水清三郎商店㈱,三重県,,720,4500,4950 ,気高く上品な味わいと心地よい余韻,ご贈答にもオススメ,
作　伊勢錦　純米吟醸,日本酒,,,,鈴鹿市,三重県,,720,2900,3190 ,年一回の限定販売。瑞々しい香りと奥深い旨み,幻の酒米,
天狗舞　山廃仕込純米　,日本酒,,,,車多酒造,石川県,,720,1600,1760 ,濃厚な香味と酸味の調和がとれた個性豊かな純米酒です。,お燗がオススメ！,
立山　無濾過大吟醸　愛山　720,日本酒,,,,立山酒造㈱,富山県,,720,9000,9900 ,愛山を100%使用。銀嶺立山の最高峰ブランドです。,年2回販売の限定酒,
立山　無濾過　特別純米生原酒,日本酒,,,,立山酒造㈱,富山県,,720,1372,1509 ,爽やかな米の旨味を味わえるやや辛口のお酒です。,ほのかな芳香,
楯野川　清流　純米大吟醸　７２０,日本酒,,,,楯の川酒造㈱,山形県,,720,2245,2470 ,穏やかな香りが広がり、爽やかに後味消えていく,一番人気の定番品！,
楯野川　白馬の騎士　旅立ち,日本酒,,,,楯の川酒造,山形県,,720,2500,2750 ,甘さは控えめ、すっきりとキレのある後味へと続きます。,純米大吟醸,
立山　金ラベル特別本醸造,日本酒,,,,立山酒造㈱,富山県,,720,1300,1430 ,生酒のフレッシュな爽やかさを感じられるお酒。,季節限定酒　辛口,
楯野川　純米大吟醸　源流　　　冷卸,日本酒,,,,楯の川酒造㈱,山形県,,720,2154,2369 ,しっかりとした旨みがありながらもキレのよい食中酒向きです。,食中酒◎,
楯野川　純米大吟醸　　　　　　無我プラチナ,日本酒,,,,楯の川酒造㈱,山形県,,720,2700,2970 ,凛とした酸味と米の旨味が調和した　口当たりの爽快な味わい,搾りたて生原酒,
楯野川　純米大吟醸　　　　　　無我グリーンボトル,日本酒,,,,楯の川酒造㈱,山形県,,720,2740,3014 ,当たりはなめらかで、優しい甘味と旨みがきめ細やかに広がります。,搾りたて生原酒,
◆【限】楯野川　純米大吟醸　爽流（そうりゅう）720,日本酒,,,,楯の川酒造㈱,山形県,,720,2150,2365 ,ボリューミーな甘味や旨味に、軽快ですっきりとした後味,爽快感を感じて！,
楯野川　純米大吟醸　　　　　　無我レッド,日本酒,,,,楯の川酒造㈱,山形県,,720,2200,2420 ,上品でしなやかな、それでいてキリっとした旨みを表現しております。,すっきり甘口酒,
楯野川　純米大吟醸　　　　　　無我ゴールド,日本酒,,,,楯の川酒造㈱,山形県,,720,2800,3080 ,しっかりとしたボディがあり、口に含むと凝縮した旨みを感じます。,酒米の王様山田錦,
◆(仙頭)美潮　純米吟醸　吟の夢　720,日本酒,,,,仙頭酒造場,高知県,,720,1818,2000 ,蜜の様にとろみのある口当たりのスッキリとした味わい,イタリアンにも◎,
土佐しらぎく　純米吟醸　　　　微発泡<生>,日本酒,,,,仙頭酒造場,高知県,,720,1654,1819 ,グレープフルーツのような清涼感のある甘酸っぱい味わいを楽しめます。,きめ細かい微発泡,
◆(仙頭)土佐しらぎく　純米吟醸　山田錦　720,日本酒,,,,仙頭酒造場,高知県,,720,1905,2096 ,果実の香りとふくよかな米の旨みと柔らかく上品で豊かな香りと味,グラスで香りを楽しんで,
◆(仙頭)土佐しらぎく　斬辛　特別純米　60％　720,日本酒,,,,仙頭酒造場,高知県,,720,1318,1450 ,穏やかながら甘い香りと口当たりスッキリで軽快な旨みの後に辛さ,食中酒として冴える辛さ,
(土田)シン・ツチダ　純米　720,日本酒,,,,土田酒造㈱,群馬県,,720,1762,1938 ,開封してから表情を変えながら更に柔らかく旨く変化していきます,濃いめの味に◎,
Tsuchida F ,日本酒,,,,土田酒造,群馬県,,720,1672,1839 ,毎年味わいが変わる！　　　　　　　　　　　　　　　　　　甘酸っぱいファンタスティック,洋食にも合う！,
一石　R7BY,日本酒,,,,土田酒造,群馬県,,720,2200,2420 ,「どんな米でもうまい酒は造れる」,特定米穀100％,
◆会津男山-回-　　　　　　　　　　　　　　　　純米酒　夢の香　直汲,日本酒,,,,男山酒造店,福島県,,720,1620,1782 ,メロンのようなフルーティーな香りと綺麗な甘さがあります。,雑味のない透明感,
会津男山‐回‐　　　　　　　　　　　　　　　　　　　　　　　　　　　　純米吟醸　福乃香　直汲み,日本酒,,,,男山酒造店,福島県,,720,1600,1760 ,メロン系の甘み、リンゴ系の酸、軽快なガス感も感じるライトボディ,福乃香使用,
会津男山　回　純米大吟醸　八反錦　一回火入れ　720,日本酒,,,,男山酒造店,福島県,,720,2220,2442 ,芳醇な甘さは繊細で軽やか、滑らかな飲み口でフレッシュさ満点,海鮮との相性◎,
(土田)シン・ツチダ　舞風　720,日本酒,,,,土田酒造㈱,群馬県,,720,2288,2517 ,お米の特性を生かし、よりボディ感のある甘口仕立て。,群馬の新酒米「舞風」,
Ｔｓｕｃｈｉｄａ野生の12　,日本酒,,,,土田酒造㈱,群馬県,,720,2254,2479 ,12度という低アルコールながら、自然な発酵を大切にした製法が特徴。,ユニークな日本酒,
(土田)Ｔｓｕｃｈｉｄａ９９　ＵＡ　Ver.　720,日本酒,,,,土田酒造㈱,群馬県,,720,3090,3399 ,濃厚な甘酸っぱさがあり、サラサラ綺麗でジューシーな味わい。,若い方や初心者でも！,
Shiragiku Tosa CEL-24,日本酒,,,,仙頭酒造場,高知県,,720,1909,2100 ,花のように華やかで上品な香り・甘みに程良い酸味が見事に調和,甘口の限定酒！,
Shiragiku Tosa 　　　　　　　　　　　　　　　　純米吟醸　愛山,日本酒,,,,仙頭酒造場,高知県,,720,1818,2000 ,メロンやマスカット系の　　　　　　　　　　　　　　　　　　香りに優しい酸味。,酒米のダイヤモンド,
福千歳　YELLOW純米生酒,日本酒,,,,田嶋酒造,福井県,,720,1500,1650 ,適度な酸がありつつ、ジューシーに仕上がっております。,やや辛口酒,
福千歳ＣＵＶＥＥ　純米吟醸　　２０２５　,日本酒,,,,田嶋酒造,福井県,,720,1545,1700 ,フレッシュな酸味に加え、お米がもつ優しい甘みもダイレクトにきます。,すっきり甘口酒,
福千歳　純米　さくらヌーボー,日本酒,,,,田嶋酒造,福井県,,720,1500,1650 ,「酸味」が特長の山廃仕込のお酒。,山廃純米無ろ過生酒,
本老の松　純米酒　艶,日本酒,,,,東飯田酒造,長野市,長野市,720,1636,1800 ,芳醇さ、酸味、旨味が残り美しく　艶やかな純米酒,次男醸造,
本老の松　山廃仕込み　恋,日本酒,,,,東飯田酒造,長野市,長野市,720,1545,1700 ,甘酸っぱさが広がり爽やかでリンゴの風味を連想させるフレーバー,三男醸造,
本老の松　純米吟醸　澄,日本酒,,,,東飯田酒造,長野市,長野市,720,1800,1980 ,すっきりと澄んだ味わいと優しい　口当たりなので女性にもおすすめ,長女醸造,
福千歳　TRIO　JUNMAI                                  　三重奏,日本酒,,,,田嶋酒造,福井県,,720,2000,2200 ,「甘みもあり、みずみずしくてキレの良い」純米酒。,3種類の米,
小松原 弦戯　うすにごり生,日本酒,,,,東飯田酒造,長野市,長野市,720,2000,2200 ,スッキリキレ良く爽やかな甘酸に仕上げました。,カッコいい日本酒,
小松原 弦戯　無濾過生原酒,日本酒,,,,東飯田酒造,長野市,長野市,720,1900,2090 ,香りは控えめですがスッキリとした甘さとキレの良い余韻があり,カッコいい日本酒,
小松原弦戯　かすみ酒,日本酒,,,,東飯田酒造,長野市,長野市,720,2000,2200 ,3兄が醸す「カッコいい酒」酸味でするする飲める！,うすにごり,
◆（永井酒造）ＭＩＺＵＢＡＳＨＯ　ＰＵＲＥ　７２０,日本酒,,,,永井酒造㈱,群馬県,,720,4955,5451 ,チェリーやライチの香り、シルキーな泡で料理に合う,世界初日本酒シャンパン,
ＭＩＺＵＢＡＳＨＯ　ＰＵＲＥ　７２０,日本酒,,,,永井酒造㈱,群馬県,,720,4955,5451 ,チェリーやライチの香り、シルキーな泡で料理に合う,世界初日本酒シャンパン,
（永井酒造）水芭蕉　純米大吟醸　翠　７２０,日本酒,,,,永井酒造㈱,群馬県,,720,1764,1940 ,白桃や洋梨のような華やかな吟醸香。,ワイングラスでぜひ！,
（永井酒造）水芭蕉　純米吟醸　　７２０,日本酒,,,,永井酒造㈱,群馬県,,720,1436,1580 ,酸味・渋味は穏やか、ほのかな辛みが味わいを引き締めます。,冷～お燗まで◎,
（永井酒造）水芭蕉　純米吟醸　辛口スパークリ　７２０,日本酒,,,,永井酒造㈱,群馬県,,720,1600,1760 ,きめの細かい泡と広がる香り、キレのある味わい。,PUREの元となったお酒,
（永井酒造）ＭＩＺＵＢＡＳＨＯ　ＰＵＲＥ　３６０,日本酒,,,,永井酒造㈱,群馬県,,720,2755,3031 ,チェリーの香味を持ち、シルキーな泡が料理を引き立てます。,お試しにハーフサイズ,
水芭蕉　純米大吟醸　　　　　干支ボトル,日本酒,,,,永井酒造㈱,群馬県,,720,2000,2200 ,フレッシュな味わい。ボディ感をしっかり感じる味わい。,数量限定品,
水芭蕉　春酒　純米吟醸生貯,日本酒,,,,永井酒造㈱,群馬県,,720,1654,1819 ,ほんのり甘口・華やかな香りとジューシーな味わいが楽しめる純米吟醸です。,ほんのり甘口酒,
◆永井酒造　THE･MIZUBASHO　水芭蕉　PURE2008,日本酒,,,,永井酒造㈱,群馬県,,720,30000,33000 ,キメの細やかな泡、唯一無二のヴィンテージスパークリンSAKEです,トップシェフも驚嘆！,
